"id","text","author"
"id01019","It was discovered that the rig was not well adjusted and was very tense; and on the third day of the coup, around five in the afternoon, our mizzen mast, in a strong windward shake, passed by the board.","EAP"
"id04152","Alfred stood motionless in front of him, all his attention absorbed.","MWS"
"id19373","Beyond, the rusted railroad and Rowley Road led through flat, marshy ground dotted with islands of higher and drier land.","HPL"
"id04861","The records and traditions of Williamson were supplied in abundance by my grandfather; although for the material of Orne I had to depend on my uncle Walter, who put at my disposal the content of all his files, including notes, letters, clippings, relics, photographs and miniatures.","HPL"
"id17577","However, a closer examination convinced me that it was intended for a child. but he is not willing to establish a third link in his chain, he will not find any special connection between his pirates and the pirates of a goat, you know, they have nothing to do with the goats; they belong to the agricultural interest. &quot;","EAP"
"id17205","It is no wonder, no doubt, that even a gang of black guards must hurry to get home, when they are going to cross a wide river in small boats, when the storm approaches and when the night comes.","EAP"
"id03307","The connection of the two events had as much to do with the palpable, that the true wonder would have been a failure of the population to appreciate and take advantage of it.","EAP"
"id09691","When I heard the fears that had led to the people of Kilderry, I laughed as hard as my friend had laughed, because these fears were of the most vague, wild and absurd character.","HPL"
"id23247","Let me; I am inexorable. &quot;","MWS"
"id02698","I listened to my father in silence and remained for some time without being able to answer.","MWS"
"id01371","You hate me, but your abhorrence can not match that with what I consider myself.","MWS"
"id11720","I had been, though without a definite reason, instinctively in my guard and that favored me in the new and real crisis, whatever it was.","HPL"
"id06141","I assured my employer that, if this was all, I was perfectly resigned to the task of playing Thomas Hawk.","EAP"
"id03603","A large bruise was discovered in the pit of the stomach, apparently caused by the pressure of one knee.","EAP"
"id20705","He will also respond.","EAP"
"id26332","That a composition is defective, that an amendment be made in its mere provision of the form; let this amendment be presented to all the artists of the world; for each one your need will be admitted.","EAP"
"id06098","The executioner, however, adjusted the noose of my neck.","EAP"
"id19151","Then, with an absolute and horrible abruptness, we heard a frightening sound from below.","HPL"
"id01329","The ship, however, should not be stopped.","EAP"
"id13295","We started at about four o&#39;clock, Legrand, Jupiter, the dog and me.","EAP"
"id09591","What do North End maps, records and guides really say? In a conjecture, I guarantee that I will guide you to thirty or forty alleys and networks of alleys north of Prince Street that are not suspect by ten living beings outside the foreigners that swarm them.","HPL"
"id16597","It would be useless to describe the game of Erich Zann on that terrible night.","HPL"
"id27949","In this particular case, it will be understood as more probable, that she proceeded in a route of diversity superior to the average of her accustomed.","EAP"
"id27876","Having noticed these details, and some others, I looked again at the glorious perspective that follows, and soon became absorbed in contemplation.","EAP"
"id25218","Many of the ships fired signal pistols; and, in general, they greeted us with loud cheers that we heard with surprising clarity and waving caps and handkerchiefs.","EAP"
"id27692","The party spread and hurried from room to room.","EAP"
"id12312","He made a vow against love and its train of struggles, disappointments and remorse, and sought, in a mere sensual enjoyment, a remedy for the intricate incursions of passion.","MWS"
"id20113","After that, Johansen only meditated on the idol in the cabin and attended to some food matters for him and the smiling maniac by his side.","HPL"
"id27404","The latter examined it carefully and deposited it in his pocket book; then, unlocking a desk, he took a letter and gave it to the prefect.","EAP"
